31	34	30	40	42	78	35	48	36	72	67
8	43	34	36	43	93	36	29	27	72	110
27	28	20	32	31	73	34	36	47	54	62
20	41	30	22	36	83	46	31	26	70	96
25	18	24	32	25	84	44	36	32	60	60
23	34	34	35	31	84	40	34	8	61	68
42	23	36	34	32	86	38	46	40	67	64
14	42	22	32	40	86	35	29	8	69	76
39	18	23	24	18	65	37	24	26	61	30
26	27	24	25	34	77	36	27	41	43	73
22	34	25	26	37	83	35	32	31	64	80
8	42	38	35	31	84	36	26	9	44	95
23	27	35	22	39	98	37	27	29	52	85
16	45	31	32	43	88	37	33	9	56	85
8	43	38	38	46	81	28	23	8	63	96
17	40	39	36	44	78	35	24	79	40	75
6	34	45	31	35	89	28	33	18	55	115
29	24	28	27	36	77	35	36	16	52	58
4	38	33	35	44	89	26	27	22	56	93
17	44	35	31	36	96	52	46	38	62	76
33	27	35	30	31	76	45	43	22	48	49
10	39	36	33	37	72	26	24	7	69	71
29	29	25	32	27	76	46	36	2	51	79
6	37	26	35	35	81	32	24	10	72	105
1	34	26	39	43	96	27	21	8	72	110
17	33	20	32	33	75	42	34	26	48	81
24	29	28	28	29	80	30	32	13	52	73
24	34	28	38	37	87	36	37	38	62	61
27	34	30	39	40	80	34	47	45	65	73
30	24	26	25	12	70	49	32	53	57	67
14	31	24	31	31	81	33	31	7	72	73
16	38	33	21	41	80	28	27	43	62	104
15	33	43	32	42	93	26	31	3	16	86
14	34	38	34	38	82	27	33	0	71	109
30	27	31	27	36	65	30	36	46	54	61
11	38	38	36	47	88	34	40	26	72	51
6	37	47	44	44	74	35	26	4	72	99
15	34	29	31	28	88	35	37	19	44	95
31	16	29	28	29	74	38	17	57	18	56
32	26	29	33	26	56	31	27	20	72	72
20	25	33	24	39	77	30	15	4	23	70
25	35	21	27	28	92	32	42	52	56	82
11	42	29	22	45	94	26	31	21	67	106
30	37	21	31	34	84	42	29	81	54	68
18	42	40	24	39	87	28	40	62	71	81
3	46	29	33	46	79	29	33	23	72	102
43	25	14	16	27	81	55	32	46	37	67
12	43	33	38	35	79	34	35	15	63	99
8	41	21	42	46	99	27	23	9	63	107
20	34	32	27	33	69	34	18	49	68	78
19	36	36	23	35	86	31	30	37	51	83
16	27	25	23	31	82	28	26	35	36	71
29	27	25	32	37	82	30	28	16	62	85
23	32	20	31	43	96	53	42	47	64	70
20	34	30	26	26	78	44	32	27	50	85
9	33	22	33	43	98	49	36	28	72	91
30	29	42	40	37	83	32	43	41	56	62
18	33	22	28	38	68	25	15	0	63	89
15	33	47	30	32	86	33	34	23	63	89
23	32	37	29	32	89	46	35	41	39	69
17	38	32	39	33	91	28	30	21	59	102
14	40	29	34	46	89	35	33	9	70	89
18	31	28	35	34	73	31	26	6	46	99
11	40	28	42	38	68	34	28	10	53	89
28	35	40	39	24	81	29	41	15	60	74
11	39	28	36	33	72	28	28	25	66	78
20	36	28	31	31	77	52	40	21	67	59
30	30	29	24	35	83	34	44	24	53	74
23	45	27	26	44	90	55	36	34	60	79
22	37	28	37	37	81	30	28	0	71	106
24	34	45	42	42	93	28	28	2	60	86
13	31	37	38	44	78	25	29	5	67	94
11	35	27	35	39	77	35	29	3	53	89
8	43	26	37	35	97	35	34	31	43	91
9	28	28	28	38	73	33	24	11	40	88
25	34	27	32	33	68	35	28	2	18	77
20	29	36	32	44	85	32	30	30	65	88
7	44	40	30	34	72	31	28	1	59	102
23	35	35	34	36	93	39	45	14	58	74
16	37	38	37	21	73	34	30	10	46	101
13	33	24	26	36	75	37	26	1	57	77
15	27	32	40	34	71	27	25	8	42	97
