4	4	4	3	2	4	4	4	3	4	3	2	4	4	3	4	2	4	2	3	3	2	2	3	4	2	9	13	10	4	22	18	19	16	33	25	20	18	19	13	17	8	8	8
4	2	3	1	2	1	1	3	4	1	2	1	3	2	1	3	4	3	2	3	3	2	3	1	4	2	3	2	8	0	7	6	0	1	33	36	24	24	24	7	7	12	8	11
2	1	4	1	1	1	1	1	4	3	1	4	1	4	4	1	4	1	3	2	3	4	4	1	1	3	11	16	15	0	19	13	20	10	35	34	23	20	19	12	4	12	14	12
5	2	3	1	3	2	1	5	5	1	3	3	1	5	2	2	5	1	3	2	2	5	2	1	5	2	3	8	17	0	10	1	2	0	43	39	5	7	4	13	2	8	12	13
2	1	3	1	4	2	4	1	4	4	1	4	1	4	4	1	4	1	4	2	4	4	3	1	1	4	11	18	17	5	20	0	0	0	34	35	23	24	24	9	5	12	11	11
4	4	3	3	2	5	2	3	2	3	2	2	3	2	2	4	2	3	2	4	4	2	2	3	3	2	7	9	9	0	17	11	24	11	25	27	14	20	20	12	18	7	10	10
4	4	2	1	3	3	1	4	2	1	4	2	4	2	1	5	1	4	2	2	4	1	1	4	4	1	10	15	12	2	24	9	11	6	30	43	24	24	24	6	5	13	13	12
3	2	2	2	2	1	3	1	4	5	2	3	1	3	1	2	4	1	3	1	1	3	3	1	1	4	13	23	17	0	32	3	1	0	29	35	24	24	24	6	0	14	14	9
4	2	4	2	5	3	4	4	4	4	3	3	1	3	3	1	3	1	4	2	4	4	3	1	2	3	11	7	14	0	15	4	11	4	38	38	21	19	4	9	6	10	13	11
5	5	3	5	1	5	3	5	1	1	5	1	1	5	3	5	3	3	1	4	4	4	1	1	2	1	0	3	3	0	0	23	27	7	36	33	10	4	4	16	15	6	4	6
2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	1	10	11	11	0	19	4	13	3	29	19	24	24	24	15	17	10	8	8
5	3	4	3	1	4	2	5	5	2	4	1	4	5	4	3	4	3	1	2	4	2	2	1	2	2	2	1	0	0	2	3	1	0	35	36	6	10	7	10	10	9	7	9
5	4	4	3	5	5	5	4	4	5	4	5	5	5	3	4	4	3	4	3	3	4	5	5	5	4	8	10	9	0	21	17	23	12	37	39	16	20	20	9	16	9	12	14
2	1	3	1	4	2	1	3	4	1	2	4	1	5	4	2	5	1	4	1	4	5	5	1	1	5	11	13	13	1	26	14	7	0	39	42	24	24	19	6	5	13	14	15
5	5	5	5	4	5	5	5	4	5	5	5	5	4	4	5	4	5	4	5	4	5	1	5	5	4	0	1	11	0	7	27	31	23	38	34	6	24	24	8	22	15	8	14
4	1	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	12	23	16	0	25	13	30	19	38	33	23	24	24	13	5	13	15	14
4	1	4	1	4	1	2	4	4	2	1	3	1	4	1	3	5	1	4	1	2	5	4	1	1	4	12	19	17	0	28	4	17	2	32	33	24	24	24	2	1	15	16	15
4	5	4	3	2	5	5	3	5	3	5	2	5	3	4	3	2	5	1	3	4	4	3	5	3	4	11	17	14	1	24	17	20	9	42	26	9	17	11	15	28	9	8	8
4	2	4	2	4	2	4	1	4	4	2	4	2	4	4	3	3	3	4	3	1	3	3	1	1	3	15	18	14	6	26	2	12	1	35	32	23	16	24	5	7	16	13	14
4	2	4	4	4	3	5	2	5	4	1	4	2	4	5	1	5	2	5	1	3	4	5	1	4	5	10	8	14	0	23	2	4	3	41	46	19	20	24	5	3	13	14	14
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	15	23	19	5	13	16	18	15	31	32	24	24	20	10	10	13	11	10
4	3	4	2	3	2	3	4	3	3	3	2	2	4	3	4	4	2	2	2	3	3	3	2	2	3	5	7	9	0	11	17	15	5	35	39	11	20	20	10	9	8	14	14
5	5	5	4	2	3	2	5	4	1	3	1	2	4	4	5	4	2	2	2	4	2	1	2	1	4	8	13	17	0	15	4	19	12	33	37	5	12	19	6	10	9	6	12
4	2	2	3	3	3	4	1	4	1	2	2	2	3	3	3	3	3	3	2	2	3	3	2	2	4	7	6	0	0	14	5	6	5	37	35	24	14	24	14	15	5	12	10
5	4	2	4	4	5	2	4	4	4	4	3	4	5	4	5	3	5	4	3	3	3	3	4	2	3	15	23	18	0	30	15	20	12	39	41	16	24	24	6	17	11	6	15
2	2	3	2	2	3	3	2	4	2	2	4	2	3	2	2	4	3	4	4	4	4	3	3	3	3	9	16	14	3	18	11	8	8	33	32	15	16	19	12	8	11	11	12
5	1	1	1	5	1	1	4	4	1	1	5	4	5	5	5	5	5	5	5	5	5	5	1	1	5	15	17	18	8	35	6	19	3	40	44	24	24	24	9	0	7	10	16
5	5	3	3	4	5	5	4	3	4	5	3	5	3	4	4	3	5	3	3	5	1	2	3	5	3	12	20	15	0	26	9	20	12	35	32	16	20	20	15	15	9	8	12
2	2	3	1	1	1	1	1	3	1	1	2	2	3	2	1	3	1	2	1	2	2	3	2	1	3	3	4	5	0	5	0	0	0	30	32	24	20	19	13	5	11	10	12
4	3	4	3	3	2	3	4	5	4	4	4	3	4	5	2	4	2	3	1	2	3	2	3	3	3	10	20	19	1	19	9	10	4	36	37	19	20	24	8	7	9	12	12
5	5	4	5	5	4	4	5	3	3	2	4	5	2	5	4	4	4	3	4	5	3	3	4	4	4	10	16	14	3	24	11	21	9	38	39	4	18	17	9	14	9	12	11
4	1	4	1	3	2	2	1	4	3	2	2	2	4	4	1	3	2	4	1	2	4	4	1	1	4	2	7	5	0	9	12	5	4	40	37	24	20	15	9	8	15	12	11
5	2	2	1	2	2	2	1	2	2	2	4	2	5	2	1	4	1	4	2	2	3	4	4	4	4	5	0	0	0	0	2	6	1	35	43	22	24	24	10	4	16	9	15
2	2	2	1	3	2	3	2	4	3	2	2	1	5	4	1	3	2	4	1	2	3	2	1	1	3	0	3	7	0	8	0	6	0	30	33	14	16	16	8	10	7	12	12
4	1	2	1	3	1	1	1	1	1	1	3	1	2	2	1	4	1	3	4	1	2	3	1	1	3	0	0	0	0	0	2	5	3	25	31	15	23	15	7	4	15	13	12
5	3	4	3	4	4	1	3	2	4	4	3	5	4	3	4	3	4	4	4	1	3	2	2	2	3	0	5	13	0	24	6	9	0	34	32	21	15	24	12	16	8	14	13
5	2	2	1	1	2	3	3	4	1	1	2	2	5	2	4	4	3	2	3	2	1	2	1	1	1	14	19	11	4	25	9	14	2	29	31	22	20	24	6	5	13	15	11
5	4	3	2	3	4	2	3	2	2	4	2	4	3	2	4	2	5	2	3	3	2	2	3	4	2	5	3	4	2	4	19	2	0	27	34	23	20	24	7	13	12	12	12
5	1	4	5	2	1	5	2	4	4	4	2	5	4	2	5	4	5	2	2	4	4	2	4	5	5	4	3	8	0	9	10	12	2	34	34	15	19	19	18	12	8	12	10
4	3	3	3	2	3	3	4	3	3	2	4	4	3	3	2	3	3	4	3	4	3	3	2	3	4	12	24	18	10	30	15	10	9	41	35	17	23	20	14	9	16	13	16
2	2	3	1	3	3	2	1	5	5	4	5	1	5	5	2	5	1	5	1	1	2	3	1	1	1	4	2	5	0	5	0	0	0	33	35	24	23	24	16	6	12	14	11
2	2	3	1	2	3	2	2	4	4	1	3	3	3	2	3	3	3	3	1	3	3	2	2	2	2	2	0	7	0	9	1	1	0	41	40	20	20	20	9	15	12	11	11
1	2	3	1	2	1	3	3	3	2	1	2	3	3	3	2	3	3	3	1	1	4	3	1	1	3	11	16	14	0	24	0	4	1	34	32	24	19	24	9	4	9	11	11
5	1	4	1	1	1	2	3	3	3	1	3	1	3	3	2	3	2	2	1	3	3	4	2	1	1	4	4	1	0	9	1	2	0	36	30	20	14	19	5	6	12	11	12
3	5	5	1	3	2	3	3	3	5	2	2	2	5	5	2	4	3	3	4	3	3	5	1	5	3	8	14	10	0	24	8	21	2	40	41	14	16	13	2	6	15	12	16
5	1	3	2	1	1	2	1	3	3	2	2	2	3	3	2	3	2	2	1	3	2	3	1	1	4	4	8	10	0	6	3	2	6	32	32	15	17	8	4	5	8	11	9
4	2	1	2	1	1	1	2	4	1	3	3	1	4	1	4	4	1	1	1	4	3	1	1	1	1	2	5	4	2	11	0	2	0	29	27	6	6	6	10	15	12	10	12
5	2	3	1	3	2	4	5	4	3	2	3	1	3	2	3	3	2	3	1	2	3	2	1	1	2	12	16	10	0	23	6	17	7	38	36	21	20	24	9	11	10	9	10
2	2	5	1	3	1	3	3	4	1	1	3	1	4	4	1	2	2	3	1	1	3	4	1	1	3	3	4	13	0	4	1	0	0	33	29	17	20	22	4	3	15	14	15
5	2	3	2	3	4	2	3	4	2	5	4	1	4	1	2	2	2	4	4	4	4	1	3	3	2	7	12	7	0	5	4	7	3	36	43	18	23	17	9	14	7	12	16
1	1	1	1	1	1	1	1	4	1	2	3	2	5	5	1	4	1	3	1	1	1	5	1	2	5	0	5	5	0	10	0	9	1	31	30	17	17	12	7	9	13	12	12
5	4	5	1	3	3	1	1	4	1	2	1	3	5	2	4	4	2	1	1	3	3	1	2	3	2	1	0	1	0	2	0	1	0	31	36	19	15	23	9	4	9	9	15
3	2	3	2	4	2	4	3	4	3	3	4	2	4	4	2	4	2	4	2	2	3	3	2	2	4	0	0	2	0	3	4	3	1	31	31	16	12	14	8	7	9	8	10
3	4	5	4	4	4	4	3	4	4	4	4	3	5	4	4	4	3	2	4	3	5	2	3	3	4	9	8	10	0	23	22	23	9	33	28	15	20	6	10	17	8	9	8
5	5	2	5	5	5	2	5	4	1	5	1	5	4	4	3	2	4	2	3	5	1	1	5	5	2	6	20	17	0	20	4	12	14	33	39	10	12	16	8	6	12	13	15
2	1	1	1	2	1	1	1	3	1	1	4	2	4	2	1	3	2	1	2	1	4	3	1	1	1	5	2	5	2	5	0	3	0	29	24	19	15	19	8	13	8	10	8
3	1	4	1	4	1	1	4	4	2	2	4	2	4	4	2	4	4	4	2	2	4	4	1	1	4	8	4	4	0	12	9	4	5	43	40	24	24	24	0	0	16	16	16
3	1	4	1	2	1	1	1	4	3	1	2	1	3	3	1	3	1	2	1	3	3	3	1	1	3	2	3	2	0	1	5	0	0	38	36	10	16	22	5	4	9	10	9
5	2	4	1	3	2	3	2	4	1	1	3	3	4	3	3	4	2	3	3	3	4	3	2	3	2	14	19	17	5	25	10	21	6	38	30	24	22	24	11	4	11	8	12
5	1	1	1	5	1	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	1	4	9	18	18	7	28	9	6	2	32	28	18	23	24	8	9	11	14	13
3	3	3	4	4	4	3	2	3	2	3	3	1	2	3	4	3	3	3	4	1	2	2	4	4	4	6	8	7	0	9	6	26	8	29	32	16	17	15	15	16	10	11	8
2	2	3	2	4	2	4	2	2	1	1	3	1	4	3	2	4	2	4	2	2	3	3	1	1	3	0	2	2	0	1	6	4	4	30	32	24	21	22	4	11	14	14	13
4	3	3	2	4	3	2	3	3	2	3	3	2	2	2	4	3	4	3	2	2	3	3	2	2	3	7	1	6	0	13	0	0	0	37	32	18	24	24	9	8	13	13	10
5	3	4	1	1	1	2	5	2	2	2	1	4	3	4	4	3	5	2	4	4	2	2	1	2	2	1	7	13	0	17	1	1	0	35	32	23	24	18	16	18	7	12	7
5	5	4	1	3	1	1	1	2	4	3	4	1	4	5	2	4	2	2	1	4	4	4	3	4	4	5	11	9	2	21	7	12	3	31	37	23	23	24	10	13	14	10	15
5	1	4	1	5	3	5	3	4	1	1	1	1	5	5	3	4	4	1	3	5	5	2	2	1	3	7	6	16	0	12	13	6	6	38	40	19	12	11	2	0	12	8	15
2	2	4	1	4	2	3	2	4	4	2	3	1	4	3	2	4	2	4	2	3	4	4	1	2	3	10	14	13	2	23	5	5	0	39	38	20	17	16	5	7	14	16	11
3	2	4	1	4	1	3	2	3	2	2	4	2	4	4	2	4	2	4	2	3	4	4	1	1	4	8	14	12	3	19	9	1	0	37	28	20	20	17	6	4	6	13	9
4	1	3	1	2	1	3	3	4	3	2	2	1	3	3	2	3	1	1	1	1	2	2	1	1	2	0	0	0	0	1	0	2	0	32	37	20	12	20	11	7	10	9	11
2	1	3	1	1	2	2	1	3	2	1	1	2	3	2	2	2	3	2	2	1	2	2	1	2	2	6	6	9	0	12	4	4	0	30	26	22	20	20	6	9	10	15	15
4	4	3	4	3	3	4	5	3	3	3	2	4	3	3	4	2	4	2	4	2	3	3	2	3	4	12	15	10	4	18	1	1	1	33	35	14	22	21	10	10	11	11	14
4	1	3	1	1	1	1	2	2	1	1	2	1	3	3	1	2	1	2	1	2	2	2	1	1	1	0	0	3	0	2	4	1	0	23	27	24	24	24	12	0	11	11	11
5	2	5	1	3	3	1	3	4	3	3	3	1	5	1	2	4	3	3	2	2	3	2	2	3	2	1	0	3	0	4	7	6	1	30	36	20	17	16	6	5	13	9	10
3	4	4	2	2	3	2	2	4	2	2	3	4	4	3	3	3	4	4	3	2	2	2	2	3	3	5	4	11	0	6	6	6	2	33	30	24	20	18	4	11	7	7	14
4	1	5	2	4	3	3	1	4	5	2	4	1	4	4	2	3	2	4	2	2	3	3	1	2	3	0	4	5	0	6	4	14	7	38	37	21	23	24	7	7	5	11	13
3	1	3	2	2	1	1	1	1	1	1	2	1	3	3	1	3	2	2	1	1	2	3	1	1	2	7	5	5	1	11	6	10	2	30	27	19	21	11	5	5	13	14	13
3	2	3	3	1	1	2	4	2	2	2	2	4	2	3	3	2	4	3	4	4	3	3	3	2	3	5	7	7	0	10	14	18	9	31	23	12	21	19	12	7	11	11	14
4	1	2	2	3	1	1	2	4	1	2	1	3	4	3	4	5	2	3	2	3	2	3	2	2	2	0	2	7	1	3	1	0	0	34	45	22	23	21	8	6	13	13	9
4	2	5	3	1	4	5	4	4	5	3	2	4	4	5	3	4	4	2	2	4	4	3	2	4	3	3	11	11	0	12	0	1	2	33	25	11	21	24	8	9	13	10	13
5	3	5	5	2	5	3	5	3	3	5	4	5	2	2	5	2	5	2	5	3	2	2	4	4	2	11	18	17	4	32	17	22	7	25	32	23	11	24	11	10	9	8	12
5	5	3	5	1	5	1	4	2	1	5	1	5	3	2	5	1	5	1	1	4	1	1	3	5	1	5	4	11	2	12	3	15	6	36	31	22	24	24	12	23	4	6	11
3	2	4	1	2	1	2	1	2	3	1	3	1	4	4	2	4	3	3	1	3	1	3	1	1	3	12	10	10	1	13	9	8	4	30	30	24	13	21	9	9	10	8	9
3	2	3	3	4	3	3	2	3	2	2	5	2	4	4	2	4	3	5	3	2	4	4	2	1	3	7	3	8	0	4	2	8	2	38	43	24	24	24	7	6	15	14	13
3	2	4	4	4	3	5	3	3	3	3	4	4	5	5	3	3	4	5	4	4	4	4	3	2	5	13	21	18	0	20	1	2	1	36	30	21	23	23	8	7	15	14	15
5	4	2	4	3	4	1	4	3	3	4	2	4	3	1	5	3	5	2	4	4	2	1	4	4	2	5	6	2	0	9	2	2	0	37	33	17	17	17	14	18	11	10	12
4	1	3	1	3	2	2	3	4	2	2	4	1	4	3	4	4	2	2	2	2	4	3	2	1	3	1	2	5	0	8	1	3	0	30	33	20	20	20	5	3	11	16	12
3	4	4	2	4	2	3	3	5	2	2	3	3	4	4	3	3	2	3	2	2	4	4	2	2	5	3	0	2	0	4	3	14	4	44	36	23	23	15	12	7	12	11	11
4	2	3	3	2	3	3	3	3	3	3	2	2	2	3	3	2	2	2	4	2	2	2	2	3	2	3	4	6	0	18	5	16	6	30	28	24	24	24	13	7	13	11	7
4	4	3	2	2	4	3	4	4	2	4	2	2	4	3	4	4	2	2	3	4	4	2	2	2	3	5	9	7	5	12	5	6	1	36	33	9	8	10	10	20	10	8	11
3	1	4	2	4	1	1	1	4	4	3	5	1	5	5	1	4	1	4	3	2	4	4	1	3	3	5	4	4	0	4	1	4	0	33	29	18	19	19	7	3	11	10	11
1	2	5	1	5	1	5	1	3	5	2	5	1	4	5	1	5	2	5	3	1	3	5	1	1	5	9	15	17	2	29	12	2	6	34	35	24	24	24	10	7	13	15	14
4	4	5	5	3	3	3	5	2	3	5	4	5	2	3	3	3	5	3	5	5	2	2	3	5	1	2	14	14	8	20	22	25	22	34	31	12	17	17	13	18	12	9	9
4	2	4	4	4	2	3	4	5	4	2	2	4	3	2	3	4	2	4	2	3	1	2	1	1	3	0	2	8	0	10	1	6	3	37	37	22	22	19	10	9	11	12	14
3	3	2	4	2	4	3	1	3	1	2	2	5	3	2	4	3	5	2	5	2	1	2	3	4	2	7	6	7	2	5	1	6	0	38	37	8	11	22	10	18	2	0	7
5	3	2	2	3	2	4	3	2	3	4	3	1	2	4	5	4	2	3	2	2	3	2	2	1	3	3	4	15	0	8	13	5	0	33	34	20	24	24	12	14	11	15	13
5	2	4	1	3	2	3	4	3	3	3	3	2	4	4	2	2	2	3	2	2	3	2	1	1	3	7	10	7	0	21	14	7	3	31	22	20	20	19	14	5	12	13	14
3	3	4	3	2	2	4	3	3	3	4	2	3	4	4	3	2	2	2	3	3	2	2	4	3	2	11	15	14	5	22	14	17	9	22	21	21	10	16	10	11	11	11	9
4	1	3	1	2	3	2	1	4	5	4	4	1	4	4	2	5	1	4	2	2	4	2	1	2	4	4	10	16	1	24	2	3	2	34	38	20	20	23	14	8	11	11	10
1	1	2	1	2	2	1	1	3	1	1	1	1	2	2	1	2	2	1	1	3	1	3	1	1	1	5	7	4	0	12	2	3	0	29	29	20	20	15	10	4	8	8	9
4	1	4	2	5	3	1	4	5	3	4	1	2	4	4	5	4	3	1	1	3	2	3	1	3	2	13	15	15	0	19	15	13	5	35	41	20	18	10	1	1	11	7	14
4	4	4	4	2	4	4	3	3	3	1	1	5	5	4	3	3	5	2	2	3	2	3	3	3	3	10	13	11	1	22	7	11	0	33	29	24	24	24	10	15	11	14	14
2	1	2	2	3	2	2	2	3	2	2	3	2	2	3	1	2	2	3	1	3	3	3	2	2	3	4	11	11	2	18	0	3	0	27	23	22	20	20	10	11	10	8	9
5	5	2	5	1	5	1	5	2	1	5	1	5	2	1	5	2	5	1	5	5	1	2	2	5	1	5	1	0	0	3	9	10	3	44	37	5	15	24	20	25	12	13	9
4	1	4	2	3	3	3	4	4	3	4	3	1	4	4	1	4	3	3	1	3	3	3	2	4	4	3	11	11	0	7	3	1	0	36	39	22	21	24	6	7	10	7	11
4	3	4	2	2	2	3	3	1	3	2	2	2	4	4	3	3	3	3	2	4	2	2	3	3	2	1	0	0	0	0	10	9	5	28	20	14	20	20	12	11	9	12	12
5	5	1	3	1	5	1	5	3	2	5	1	4	1	1	5	1	5	1	5	4	1	1	5	4	1	9	6	10	0	21	12	22	11	31	42	24	24	24	11	16	10	14	12
4	5	4	3	3	3	2	3	2	3	2	2	4	2	4	4	3	4	2	3	4	2	2	2	4	2	9	7	7	0	4	6	21	9	32	38	23	9	24	16	10	14	14	12
2	2	3	4	1	2	2	3	1	2	4	2	5	1	3	5	3	5	2	5	2	1	3	1	5	3	9	16	19	0	18	6	9	2	32	21	20	18	24	8	23	12	13	10
4	1	5	1	1	3	1	5	4	1	1	1	1	5	5	4	2	2	1	1	5	1	1	1	3	2	4	3	11	0	14	4	0	1	32	29	24	22	22	13	4	4	13	14
3	1	1	2	2	2	1	1	3	3	2	3	2	3	3	2	3	2	2	3	2	2	3	1	2	2	12	16	16	5	26	8	7	0	39	34	22	20	20	5	0	15	15	15
1	1	1	1	1	1	1	1	2	1	2	2	1	5	3	1	4	1	2	1	1	4	5	1	1	4	10	12	17	0	12	1	1	0	37	38	22	13	15	0	5	15	13	15
3	1	3	1	5	4	3	3	3	3	2	3	1	3	3	4	4	3	4	1	1	2	3	1	2	4	6	16	14	2	27	11	9	2	34	35	22	20	19	7	10	10	9	14
3	2	1	1	3	1	1	1	4	2	1	5	1	5	1	2	3	1	5	2	1	3	5	1	1	2	12	8	10	1	9	0	1	2	36	29	22	24	24	2	5	11	13	14
3	2	2	1	1	1	3	1	3	4	2	2	3	4	4	4	4	3	2	1	3	2	3	1	2	3	5	10	14	0	24	2	7	0	28	27	19	13	21	13	10	5	12	11
3	1	4	2	2	3	1	2	5	3	4	2	2	5	5	3	5	4	3	1	4	5	4	3	3	2	0	0	3	0	0	6	6	2	37	36	14	9	10	8	8	8	11	13
3	3	5	2	2	3	3	2	5	2	3	3	2	4	4	2	4	3	3	3	3	3	3	2	2	3	2	7	6	2	16	2	7	1	34	36	23	22	23	6	13	6	10	11
3	2	3	2	1	4	1	3	4	1	4	1	1	4	2	1	4	2	1	1	4	4	2	2	4	2	10	6	12	0	20	11	14	8	34	38	16	20	17	2	5	11	12	15
1	1	5	1	5	1	1	1	5	1	1	5	1	1	1	1	3	3	5	1	1	3	1	3	3	5	15	24	15	4	5	8	21	10	38	38	7	4	24	2	6	16	12	10
4	1	2	1	5	1	2	1	4	1	3	4	1	5	3	1	4	1	4	4	3	4	4	1	1	5	2	3	4	0	2	1	3	0	37	27	21	16	18	0	6	14	6	14
3	1	1	1	2	2	5	1	5	4	1	2	1	5	3	1	4	1	5	1	1	1	3	1	1	3	3	11	12	0	14	3	3	3	40	35	24	24	24	4	2	14	11	16
4	2	4	3	4	4	4	4	4	4	2	2	3	4	5	3	4	2	3	3	3	4	5	2	5	4	0	1	1	0	4	9	7	6	38	39	12	21	14	6	6	9	9	14
5	1	1	1	2	2	1	5	4	2	2	4	2	4	4	2	5	1	3	1	2	5	3	1	1	2	10	22	17	4	28	0	1	0	31	41	24	24	24	0	1	16	13	14
3	3	3	3	3	3	2	3	4	3	3	3	2	4	4	2	4	3	2	2	3	4	4	2	3	4	6	6	10	0	12	4	6	3	34	34	16	17	16	6	8	9	10	11
4	4	4	4	3	3	4	4	4	3	4	3	4	4	3	4	3	3	2	4	4	3	3	4	4	4	11	14	15	8	21	15	13	8	40	42	21	15	12	10	14	6	9	13
2	1	4	1	5	3	1	1	3	3	1	4	1	4	5	2	4	1	5	1	1	5	5	1	1	5	9	13	19	2	19	6	18	3	41	39	19	24	24	5	7	12	13	13
4	1	3	1	2	2	1	1	2	1	3	1	1	3	2	2	2	1	2	2	3	1	2	3	1	1	4	10	11	0	25	9	14	0	23	33	16	15	16	7	7	11	14	15
3	3	4	2	2	2	3	2	2	1	2	3	4	3	3	1	4	3	3	5	3	2	3	2	5	3	9	18	11	3	21	0	3	2	28	32	19	24	21	6	10	11	13	11
2	1	5	1	2	1	1	3	3	1	1	1	1	4	5	2	4	1	2	1	4	4	2	1	1	5	10	13	15	0	30	5	23	1	35	42	22	21	21	2	6	16	12	15
5	2	4	1	4	3	3	4	5	3	4	2	2	4	4	4	4	4	2	1	4	3	4	2	5	3	9	13	17	0	14	5	1	3	43	35	21	21	20	7	6	13	13	16
4	4	3	3	2	3	2	4	3	2	3	2	4	3	3	3	3	3	2	3	3	2	2	3	3	2	3	7	14	1	14	7	9	0	31	31	16	14	23	11	5	11	13	9
