     1.339     0.130    -0.010     1.296     0.962    -0.121    -0.005     2.536     1.148     1.263     0.000     0.007     0.993     3.000
    -1.252     1.441     0.611     0.607     1.115     1.277     0.133    -0.137     0.565     1.263     0.000     1.000     0.000     2.000
     0.888    -0.743    -1.563    -0.083    -0.722    -0.586    -0.144     0.848     1.862    -0.139     0.064     0.003     0.933     3.000
     0.100     1.149    -0.010    -1.807     0.043     0.190     1.518     0.145     0.500     1.107     0.009     0.833     0.158     2.000
     0.663    -2.200    -0.942    -0.083    -1.640     0.397     1.241     0.848     0.889     0.328     0.066     0.001     0.933     3.000
     0.438     0.130     0.611     0.434    -0.722     0.500     0.687     0.567    -0.668     0.406     0.029     0.746     0.225     2.000
     2.578    -1.472     0.922     0.262    -0.569     0.656     0.410     2.255     1.408     0.873     0.000     0.000     1.000     3.000
    -0.576     1.295    -1.252    -0.083     0.656     0.811    -0.005    -0.137    -0.668     1.029     0.000     1.000     0.000     2.000
     2.240    -2.200    -1.097    -1.462    -2.711    -1.414     0.272    -0.840     0.500     0.406     0.990     0.000     0.010     1.000
     0.776    -0.889    -0.942    -1.290    -0.263    -0.224     0.133    -0.418     1.473    -0.996     0.867     0.004     0.129     1.000
     0.325     0.130    -0.787    -1.117     0.196     0.397    -0.005     0.285     0.824     0.640     0.046     0.564     0.390     2.000
    -1.252     1.295     1.233     0.434    -0.722     0.397     0.133    -0.559    -0.603    -0.918     0.002     0.997     0.000     2.000
     0.438    -0.889     0.767    -1.807     0.503     1.794     0.272    -0.418     0.694    -0.295     0.169     0.349     0.482     3.000
    -0.351     1.732     0.145    -0.083     1.115     0.914     0.272     0.426    -0.603     0.017     0.000     0.999     0.001     2.000
    -1.252     1.441     1.233     0.951     1.574     0.086    -0.975    -0.981    -0.668     0.562     0.000     1.000     0.000     2.000
    -0.238     1.004     1.388     0.607     1.268    -0.121    -0.005    -0.840     3.938    -1.229     0.012     0.850     0.137     2.000
    -1.477     0.130     2.320    -0.255    -0.110     0.966    -0.975     0.426    -0.019    -0.061     0.000     0.999     0.000     2.000
     1.113    -1.326    -0.321    -0.945     0.043    -0.172    -0.005     0.848    -0.149    -0.295     0.307     0.016     0.678     3.000
    -1.702     0.713     0.456     0.434     1.268     0.914    -1.252    -0.418     0.240     0.017     0.000     1.000     0.000     2.000
    -0.238     1.586     0.767    -0.255     0.043     1.484     2.349     2.255     1.278     0.484     0.000     0.182     0.818     3.000
     1.564    -0.889     0.767    -0.428    -0.722    -0.379     1.380     1.833     0.240    -0.606     0.004     0.000     0.996     3.000
    -1.026     0.858     0.922     0.089     0.196    -0.793    -1.252    -0.840    -0.733     1.029     0.001     0.999     0.000     2.000
     1.113    -0.598    -0.787    -0.083    -1.334    -0.276     1.518     0.848    -1.057    -0.373     0.445     0.014     0.541     3.000
    -1.477     0.567    -0.631     0.434    -0.110     0.242    -0.421    -0.840    -0.538     1.263     0.001     0.999     0.000     2.000
    -2.040     0.130    -0.631     1.124     1.115     1.535    -1.114    -1.262    -0.668     1.263     0.000     1.000     0.000     2.000
    -0.238    -0.015    -1.563    -0.083    -0.416    -0.328     0.964     0.567     0.500    -0.606     0.347     0.400     0.253     2.000
     0.550    -0.598    -0.321    -0.773    -1.028     0.086    -0.698     0.285    -0.343    -0.295     0.729     0.130     0.141     1.000
     0.550     0.130    -0.321     0.951     0.196     0.811     0.133     0.989     1.278     0.484     0.001     0.197     0.801     3.000
     0.888     0.130    -0.010     1.124     0.656     0.035    -0.144     2.396     1.732     0.718     0.000     0.010     0.990     3.000
     1.226    -1.326    -0.631    -1.290    -3.629    -0.897     1.934     0.285     2.251     0.095     0.163     0.000     0.837     3.000
    -0.576    -0.307    -0.942    -0.255    -0.722     0.138    -0.282     0.145    -0.733     1.263     0.036     0.958     0.006     2.000
    -0.351     0.713     0.456    -1.979     0.809     0.086    -0.975    -0.418     1.603     0.484     0.010     0.978     0.012     2.000
    -0.463    -0.015     2.009    -0.083     0.962     1.484    -1.252     0.145    -0.992    -3.098     0.020     0.979     0.001     2.000
    -0.576     0.130     1.233     0.262     0.350     0.242    -1.114     0.426    -1.187     1.185     0.000     0.999     0.000     2.000
     1.226    -0.889     0.145    -0.945     0.043    -1.362    -0.698     0.848     1.797    -0.139     0.088     0.003     0.909     3.000
    -0.914     0.713     1.233     0.607     1.727     0.759    -0.144     1.411     0.500     1.263     0.000     0.998     0.002     2.000
    -1.477     0.567     2.630     1.986     1.268    -0.690    -0.005    -0.559    -0.927     1.263     0.000     1.000     0.000     2.000
    -0.463     0.130    -0.165    -0.255    -1.181     0.759    -0.005     0.989     0.046    -0.918     0.061     0.778     0.161     2.000
     1.339    -2.491    -0.165    -0.773    -1.028    -0.638     0.410    -1.825     2.511    -2.943     0.999     0.000     0.001     1.000
     1.451    -1.035    -0.165     0.089    -1.487    -2.242    -0.559    -0.418     0.111     1.263     0.967     0.002     0.031     1.000
     0.100    -1.180     0.456    -1.462     0.503    -0.276    -0.698    -2.106    -0.927    -2.553     0.999     0.001     0.000     1.000
     0.663     0.276    -1.408    -0.945    -1.181     1.328    -0.421     1.692     2.186     0.017     0.000     0.003     0.997     3.000
    -0.914     1.295    -0.165    -1.807     1.421     1.380    -1.252     0.145     0.175     0.873     0.000     1.000     0.000     2.000
    -0.125     1.295     1.543    -1.462     0.503     0.863    -0.975     1.411     2.835     1.185     0.000     0.481     0.519     3.000
    -1.815     1.877    -0.165     0.089     1.574    -0.017    -0.837     0.426     0.305     1.263     0.000     1.000     0.000     2.000
     2.690    -1.180    -2.495    -2.841    -1.334     0.190     2.765     0.285     1.797    -1.463     0.069     0.000     0.931     3.000
    -0.801     1.441     0.456     0.951    -0.110    -0.017    -0.144     0.707    -0.214     0.562     0.000     0.999     0.001     2.000
    -1.252     1.149    -1.408     1.641     1.574     1.794    -1.114    -0.981    -0.603     0.562     0.000     1.000     0.000     2.000
     0.100     0.130     0.301    -0.945    -0.416    -0.949    -0.144    -1.684     1.992     0.951     0.701     0.275     0.025     1.000
    -0.013     0.421     0.922    -1.634    -0.110     0.656    -0.559     0.004     1.213    -0.373     0.051     0.793     0.156     2.000
    -0.351    -0.889    -0.787    -1.634    -0.722     0.190    -0.975    -0.559     1.084    -1.541     0.973     0.021     0.006     1.000
     1.113    -0.889    -0.787    -0.083     0.196     0.242    -0.698    -0.277    -0.149     0.484     0.579     0.207     0.214     1.000
     0.438    -0.161    -1.563    -0.255     1.115     1.587     2.488     1.692     1.862     0.640     0.000     0.004     0.996     3.000
     0.100     0.130    -0.010    -1.117    -1.487    -0.224     1.241     0.285     0.565    -0.451     0.459     0.110     0.431     1.000
     1.226    -0.598     1.854     1.296     0.196     0.397    -0.421     1.833     1.473     0.017     0.000     0.005     0.995     3.000
    -0.125    -0.015    -1.252    -0.773     0.350    -1.207    -1.391    -2.106    -1.187     0.562     0.779     0.221     0.000     1.000
    -0.463    -0.015     2.630    -0.428    -0.569     0.604    -0.282     0.567     0.305     0.562     0.003     0.960     0.038     2.000
     0.438    -0.161     1.077    -0.600    -0.569     0.966     1.518     0.707     1.473    -1.307     0.011     0.015     0.974     3.000
    -0.238     0.713     0.301     1.124    -0.416     1.121    -0.975     0.004     0.175     0.250     0.001     0.995     0.004     2.000
    -0.576     1.004    -0.165     0.262     1.574     0.811    -0.005     0.426    -0.603     1.107     0.000     1.000     0.000     2.000
    -0.125    -0.307    -0.321     0.434    -0.263    -0.638    -0.559    -0.559    -0.798    -0.762     0.660     0.338     0.002     1.000
    -0.914     1.004    -0.321     1.641     0.350    -1.207    -0.144    -0.277    -0.538    -0.217     0.005     0.995     0.000     2.000
     1.001     0.276     1.543     1.124    -1.793     0.293    -0.837     1.552    -0.214     0.328     0.004     0.137     0.858     3.000
    -0.914     0.858    -0.321     0.607    -0.416    -0.690    -0.975    -0.277     0.435     0.795     0.004     0.995     0.000     2.000
     0.100     0.421    -0.321    -0.255    -0.722    -0.224     2.349     1.411     0.175     0.873     0.005     0.140     0.856     3.000
     1.226    -0.452    -0.165    -1.462    -0.110     0.397    -0.144     1.974     0.370    -0.217     0.002     0.003     0.994     3.000
     0.438     1.732    -0.476    -1.117     1.268     1.070     2.765     0.848     1.019     0.328     0.000     0.371     0.629     3.000
     0.325     0.567    -0.321     0.779     0.196     0.138    -0.698    -0.277    -1.187     1.185     0.005     0.994     0.001     2.000
     0.550     0.130     2.320     1.641     0.962     1.380    -0.975    -0.277    -1.057     0.328     0.000     0.998     0.001     2.000
    -0.689    -0.307     1.077     0.951     1.268    -0.172    -1.391    -0.137    -0.862     0.873     0.001     0.999     0.000     2.000
    -0.914     0.276    -0.476     0.434     0.503    -0.276    -0.005    -0.137    -0.992    -0.217     0.012     0.988     0.000     2.000
    -1.252     1.441    -0.631     0.779    -0.110     1.587    -0.005     0.567     0.824    -0.996     0.000     0.998     0.001     2.000
    -1.139    -0.743    -0.321    -0.773     0.350    -0.638    -0.282    -0.840    -0.473    -1.229     0.714     0.286     0.000     1.000
     0.663     0.130    -0.476    -0.083    -0.416    -1.052    -0.005    -0.277    -1.057    -2.943     0.994     0.005     0.001     1.000
     0.100    -0.598     0.922    -0.083     1.268     0.500    -0.421     0.004     0.759     0.718     0.009     0.925     0.066     2.000
    -1.364     1.586     1.543    -0.428    -0.263    -0.793    -0.559    -0.277    -1.122     0.250     0.001     0.999     0.000     2.000
     0.438     0.276     0.767     0.262     0.043     1.225     0.549     2.114    -0.279     0.172     0.000     0.260     0.740     3.000
    -0.351     0.567     1.233     0.779    -2.252    -0.586    -0.144     0.004    -0.538    -0.762     0.303     0.686     0.010     2.000
    -0.689    -0.015    -0.942    -1.117     0.043    -0.535     0.272    -0.559    -1.122     0.095     0.284     0.715     0.001     2.000
    -0.463    -0.889     0.301     1.296    -0.263    -0.793    -1.114    -0.700    -0.668    -1.074     0.704     0.296     0.000     1.000
     0.888    -1.180    -0.165    -1.117    -1.181    -1.259     1.380    -0.418     2.316    -1.151     0.828     0.000     0.172     1.000
    -0.576     1.004     0.767     1.469     1.574     0.604    -0.144     0.989     0.759    -1.385     0.000     0.995     0.005     2.000
     0.212    -1.035     0.301    -1.290    -1.640    -1.518    -0.559    -0.559    -0.992    -0.217     0.997     0.003     0.000     1.000
