11	38	38	36	47	88	34	40	26	9	5	6	21	13	13	72	63
6	37	47	44	44	74	35	26	4	15	11	14	9	5	5	72	85
15	34	29	31	28	88	35	37	19	18	15	14	16	6	8	44	47
31	16	29	28	29	74	38	17	57	5	10	13	24	11	15	18	6
32	26	29	33	26	56	31	27	20	5	4	5	6	7	7	72	51
20	25	33	24	39	77	30	15	4	7	12	16	21	12	10	23	5
25	35	21	27	28	92	32	42	52	23	17	17	20	16	17	56	48
11	42	29	22	45	94	26	31	21	22	9	19	13	4	5	67	64
18	42	40	24	39	87	28	40	62	15	14	12	16	12	10	71	76
3	46	29	33	46	79	29	33	23	19	9	18	14	4	4	72	76
43	25	14	16	27	81	55	32	46	12	16	14	19	16	18	37	67
12	43	33	38	35	79	34	35	15	18	16	14	11	8	8	63	79
8	41	21	42	46	99	27	23	9	23	18	18	11	12	7	63	55
20	34	32	27	33	69	34	18	49	15	12	12	15	12	12	68	75
19	36	36	23	35	86	31	30	37	13	13	14	18	8	9	51	32
16	27	25	23	31	82	28	26	35	10	12	14	22	9	12	36	53
29	27	25	32	37	82	30	28	16	15	10	13	12	10	9	62	27
23	32	20	31	43	96	53	42	47	17	12	15	21	15	16	64	86
20	34	30	26	26	78	44	32	27	16	10	15	12	10	12	50	60
9	33	22	33	43	98	49	36	28	25	8	19	20	11	8	72	93
30	29	42	40	37	83	32	43	41	15	16	10	23	18	16	56	73
18	33	22	28	38	68	25	15	0	11	7	11	7	5	6	63	17
15	33	47	30	32	86	33	34	23	15	16	16	16	11	9	63	69
23	32	37	29	32	89	46	35	41	19	16	12	21	18	17	39	67
17	38	32	39	33	91	28	30	21	17	13	15	10	6	5	59	23
14	40	29	34	46	89	35	33	9	18	8	14	11	8	10	70	5
18	31	28	35	34	73	31	26	6	14	12	15	9	5	6	46	18
11	40	28	42	38	68	34	28	10	15	6	9	8	4	7	53	0
28	35	40	39	24	81	29	41	15	16	12	12	17	14	13	60	42
11	39	28	36	33	72	28	28	25	8	8	14	15	7	8	66	73
20	36	28	31	31	77	52	40	21	11	9	9	19	15	14	67	18
30	30	29	24	35	83	34	44	24	13	15	16	20	20	8	53	24
23	45	27	26	44	90	55	36	34	17	12	12	16	13	11	60	94
22	37	28	37	37	81	30	28	0	17	15	17	10	4	7	71	16
24	34	45	42	42	93	28	28	2	12	11	13	11	9	8	60	18
13	31	37	38	44	78	25	29	5	13	11	13	8	8	5	67	65
11	35	27	35	39	77	35	29	3	11	12	12	14	5	5	53	18
8	43	26	37	35	97	35	34	31	16	18	15	13	11	12	43	56
9	28	28	28	38	73	33	24	11	12	11	11	13	7	4	40	28
25	34	27	32	33	68	35	28	2	7	4	15	17	5	5	18	24
20	29	36	32	44	85	32	30	30	13	12	13	17	5	6	65	61
7	44	40	30	34	72	31	28	1	16	13	13	8	5	5	59	24
23	35	35	34	36	93	39	45	14	14	8	14	19	8	13	58	31
16	37	38	37	21	73	34	30	10	17	8	14	6	6	4	46	20
13	33	24	26	36	75	37	26	1	8	9	16	15	9	10	57	4
15	27	32	40	34	71	27	25	8	19	14	15	13	8	8	42	5
27	25	29	26	28	67	45	27	54	16	17	18	17	13	15	41	50
14	40	35	41	46	85	34	37	30	11	9	11	23	19	18	38	63
21	26	32	25	25	64	31	26	3	11	5	14	6	6	5	53	19
0	48	37	38	48	98	32	35	18	20	11	16	13	8	5	72	28
9	28	23	33	34	89	27	27	5	12	11	13	9	4	4	48	8
15	31	30	30	43	80	33	32	37	14	11	16	14	9	9	70	80
17	38	17	28	31	70	33	28	17	24	16	20	25	11	8	65	80
31	29	30	36	25	72	40	30	40	16	11	10	13	12	15	48	30
15	41	25	27	34	74	31	32	14	17	11	13	9	6	7	67	5
17	36	36	42	37	85	30	41	0	16	9	11	16	10	10	66	27
34	26	31	38	30	82	31	40	2	8	12	10	20	12	9	65	38
23	39	39	33	42	76	35	25	22	17	14	14	15	8	10	70	48
2	35	35	28	38	88	29	24	25	12	15	18	17	7	9	42	41
12	41	32	32	39	88	37	28	10	18	14	16	11	6	7	53	62
10	28	33	30	40	78	26	29	10	20	13	15	12	6	6	57	56
18	30	38	30	28	80	25	28	2	9	12	12	12	4	4	52	1
15	40	24	38	38	67	31	27	8	8	9	10	7	8	6	62	33
20	36	36	34	35	79	43	33	3	14	13	11	18	15	13	57	59
12	33	21	28	40	59	24	20	5	8	8	9	10	4	4	72	5
11	32	40	37	36	77	31	27	14	13	10	16	15	8	9	53	8
15	28	36	30	30	75	35	25	14	14	11	13	12	13	12	62	26
14	29	32	35	35	87	31	26	25	18	17	14	11	7	7	68	15
10	40	32	36	42	66	35	23	18	11	8	9	7	6	4	51	29
19	36	20	36	31	63	32	23	41	12	10	9	16	13	10	52	29
14	35	26	36	39	93	43	36	1	12	7	15	15	9	6	66	13
17	36	38	39	25	74	42	41	3	11	20	16	18	15	10	56	37
21	29	37	28	35	67	36	31	46	12	13	9	23	19	17	58	82
35	21	29	28	37	83	38	39	24	5	7	7	23	20	14	70	34
18	27	32	33	36	71	33	25	21	14	13	11	10	6	5	58	46
13	42	29	27	37	94	39	33	12	21	12	15	11	9	10	72	22
15	44	41	31	38	80	28	29	4	22	17	15	16	14	12	67	72
32	33	34	40	34	83	32	38	4	10	7	11	22	17	16	51	22
8	39	38	42	45	79	37	36	4	15	10	16	15	5	7	60	16
19	34	35	36	45	94	36	31	21	19	13	16	13	9	10	61	9
20	31	42	37	27	69	32	33	27	10	12	9	15	10	11	72	31
30	29	27	22	25	81	57	31	12	11	11	16	20	8	13	27	38
10	32	31	29	31	70	34	25	5	20	14	17	10	7	6	56	17
17	42	45	41	40	84	30	43	20	25	20	15	6	5	7	72	72
31	30	33	35	32	79	39	36	69	13	14	9	22	20	15	46	58
19	37	26	31	38	83	29	28	10	15	13	13	16	11	7	63	20
28	9	22	30	17	85	31	21	7	10	8	10	12	18	15	41	27
26	39	23	40	37	83	39	44	18	14	13	11	19	6	9	68	30
19	39	27	38	29	68	37	42	24	14	14	12	16	6	7	59	45
21	31	34	31	33	50	32	22	40	10	15	11	16	11	12	47	67
22	32	28	31	45	85	36	30	7	16	14	17	13	5	7	63	55
14	25	32	30	33	70	25	29	5	8	6	8	7	5	5	55	28
2	32	35	28	33	86	28	24	33	12	12	15	20	10	6	48	62
25	39	34	35	35	76	44	38	18	11	15	13	14	17	13	72	57
21	27	30	30	33	57	28	20	3	15	9	10	10	8	6	62	46
45	34	38	40	30	92	56	26	22	6	5	7	25	20	17	44	9
13	28	33	31	27	84	36	20	4	16	14	15	16	10	7	67	32
23	33	37	36	34	54	31	16	24	11	14	10	16	10	10	54	1
27	36	36	41	40	89	27	47	45	5	5	6	24	16	20	72	46
26	40	41	34	38	84	27	38	36	11	13	9	17	15	13	56	27
31	35	31	31	24	68	37	40	17	11	10	6	16	19	10	62	62
17	31	28	26	32	76	30	25	5	6	12	12	19	7	6	68	32
5	45	33	40	43	85	31	31	15	12	8	11	10	8	7	62	75
5	43	32	40	43	85	35	27	2	14	6	15	6	4	4	50	51
17	33	24	25	34	81	33	30	22	19	12	12	13	7	7	61	65
7	38	38	31	42	77	25	25	3	20	5	15	8	4	6	70	40
23	28	27	39	40	66	31	24	9	11	13	13	13	9	5	53	53
16	32	29	22	29	81	40	18	14	13	13	20	16	11	8	33	3
19	27	31	35	30	82	36	29	10	14	14	16	13	9	11	68	33
7	38	32	27	42	87	36	40	33	7	7	16	15	9	9	53	48
8	38	28	18	42	83	35	23	39	21	8	12	5	8	6	35	63
6	34	45	37	33	71	27	18	4	22	8	17	12	4	7	55	11
6	41	36	37	45	87	29	27	9	15	13	15	7	4	5	72	40
12	32	41	32	36	86	33	24	22	18	17	16	16	13	11	47	6
1	43	32	42	46	83	28	23	1	14	8	18	16	5	5	72	81
14	30	31	31	35	79	36	29	13	16	12	16	14	11	10	49	34
24	28	15	24	39	94	46	31	36	15	14	14	20	15	15	48	69
12	38	31	33	36	95	37	36	27	24	13	16	7	4	6	67	62
14	40	19	31	33	64	28	24	23	8	7	8	13	4	8	47	50
16	35	34	21	33	70	31	29	5	14	11	11	11	14	12	64	62
8	43	43	35	30	92	26	29	29	12	12	15	12	4	4	64	68
13	42	40	28	43	87	38	21	9	15	14	16	21	12	8	62	53
16	33	28	35	30	70	42	25	16	10	10	11	17	13	13	53	39
15	38	37	34	34	86	50	32	28	20	14	14	14	11	9	53	66
11	34	33	36	33	77	27	25	8	10	11	13	10	7	4	47	40
14	30	21	40	37	88	30	21	11	9	14	18	22	6	7	59	4
13	33	31	37	33	71	36	26	8	5	8	10	16	9	12	30	15
21	34	29	30	34	59	36	27	26	14	12	11	13	12	9	53	58
27	27	33	30	30	102	40	40	1	20	14	16	13	12	8	43	60
20	30	35	32	33	84	35	24	3	11	11	15	11	10	12	37	49
22	37	26	30	41	58	32	17	28	6	10	7	10	5	6	39	54
14	36	41	34	32	80	36	28	2	12	12	12	8	14	6	54	2
23	32	28	35	36	89	38	43	21	18	10	15	16	6	11	58	78
34	29	19	16	39	76	24	23	14	7	6	13	22	18	17	52	28
17	31	32	34	43	89	28	32	0	21	17	20	24	13	18	65	62
7	44	36	42	38	72	36	31	4	17	9	17	11	7	6	56	17
13	25	26	32	36	77	24	23	1	12	9	15	17	5	5	50	16
31	29	39	33	38	85	30	38	32	9	15	8	24	17	17	57	59
27	37	29	32	34	80	35	35	36	21	13	14	16	9	10	50	55
18	25	21	33	34	69	35	25	11	14	13	13	13	11	6	55	46
14	29	29	25	37	81	25	30	26	19	13	14	12	10	7	55	58
26	28	27	32	26	78	48	30	16	12	12	13	18	15	12	68	27
9	34	28	31	45	84	44	25	29	19	11	15	14	5	5	60	68
4	43	33	36	44	77	30	32	5	17	11	16	11	7	6	47	8
9	33	35	37	31	83	26	30	1	8	9	13	11	12	12	55	5
24	43	29	31	41	93	63	39	56	22	14	18	17	13	10	60	91
37	22	26	27	28	107	53	46	49	13	17	13	22	17	18	70	50
18	39	30	37	40	72	25	19	0	6	6	16	8	4	4	66	32
6	35	29	42	42	96	36	29	9	19	10	16	10	9	5	54	80
32	21	39	17	37	79	28	31	9	8	7	10	24	18	16	68	44
23	40	25	24	44	93	24	26	3	20	11	17	11	4	5	70	15
32	25	33	34	47	85	27	28	43	7	10	13	25	17	13	70	64
45	38	27	26	36	81	49	41	67	14	11	11	21	19	17	49	30
9	41	41	35	47	92	26	34	43	22	14	16	8	4	4	68	5
23	30	39	41	33	85	41	31	14	16	15	14	15	15	14	67	63
20	28	40	33	34	75	42	22	36	8	7	10	25	17	13	71	27
20	38	30	34	34	87	30	40	20	11	8	11	10	5	7	61	0
4	39	26	40	47	79	24	12	0	21	16	20	9	4	4	71	20
27	33	28	30	45	85	40	31	19	10	15	20	24	10	7	46	43
23	38	35	28	47	77	29	30	8	13	13	16	11	8	11	60	11
26	41	32	30	39	96	38	41	29	14	19	13	16	16	10	45	81
11	32	37	32	43	76	26	27	15	8	10	16	18	5	5	64	36
25	36	29	36	43	78	37	24	14	12	9	11	9	4	4	66	57
26	35	15	28	39	70	35	33	14	14	12	13	19	12	14	47	14
20	39	26	30	35	92	26	29	40	13	12	16	19	11	6	35	3
27	33	24	31	20	79	44	27	19	10	13	11	20	17	14	43	35
18	38	32	32	37	70	31	29	8	15	12	13	11	8	6	62	26
32	34	30	27	37	68	57	34	76	10	11	8	22	18	16	58	61
45	31	35	38	39	72	50	39	60	13	10	4	24	20	20	67	87
32	32	21	43	44	92	37	48	34	22	20	14	20	16	18	72	94
6	37	29	34	35	79	24	21	1	13	7	13	8	4	4	69	0
24	20	32	30	34	73	42	27	27	8	8	15	21	16	17	60	37
21	29	38	26	42	67	27	28	4	11	11	12	13	8	10	70	49
25	41	32	34	44	76	32	33	49	11	16	10	18	14	9	67	80
6	38	24	36	35	74	26	20	0	17	11	17	7	4	4	43	15
29	37	26	29	44	74	47	24	44	12	12	9	19	12	11	51	46
12	33	20	37	34	70	37	20	25	13	12	13	10	6	7	48	54
18	41	34	32	41	60	28	31	14	15	12	12	15	10	8	72	43
21	32	28	28	25	86	47	32	9	14	14	12	11	6	6	58	38
31	18	33	30	26	82	30	36	48	16	15	12	21	17	16	43	18
21	25	33	32	35	86	28	33	11	14	11	14	16	11	8	67	18
38	27	40	25	33	77	28	43	62	5	6	9	25	20	20	46	35
22	32	25	32	31	71	31	23	14	14	10	13	15	6	7	68	16
22	33	30	31	31	80	37	34	46	20	15	17	16	12	13	56	65
33	31	25	31	38	71	30	18	25	8	9	10	23	18	13	39	36
21	25	25	35	38	78	39	34	11	18	12	15	14	11	6	62	27
40	29	19	27	26	76	64	26	35	5	6	7	25	19	18	49	23
24	26	21	33	44	56	27	26	11	13	6	10	16	12	11	60	32
19	43	33	34	32	93	38	44	28	16	19	14	17	15	14	72	56
14	43	28	35	45	75	29	24	0	12	9	14	10	6	5	58	57
15	32	16	34	38	87	45	25	24	8	6	16	9	5	4	60	43
30	27	25	37	34	73	42	25	19	10	8	9	18	19	15	65	55
1	44	39	41	46	86	24	23	8	25	16	20	7	4	4	72	48
20	36	27	30	41	77	37	35	39	14	11	14	18	15	14	68	78
32	17	30	34	32	87	41	29	23	17	15	15	19	17	15	38	35
9	41	32	33	42	90	27	39	8	14	11	19	14	6	5	70	41
14	26	31	41	18	70	44	15	16	19	19	20	11	6	7	66	14
27	29	37	24	16	68	39	41	41	21	19	10	13	16	20	72	23
24	35	25	31	37	80	27	28	6	12	11	12	12	6	9	56	44
11	39	23	34	37	82	40	25	4	11	7	15	13	7	4	69	54
21	35	23	33	38	76	42	34	26	9	14	9	21	7	8	64	58
24	31	32	35	34	81	29	33	11	18	15	10	17	13	16	56	32
24	33	35	37	26	74	39	33	30	14	13	13	14	12	12	63	58
19	33	32	31	35	60	37	25	7	9	9	12	12	9	8	55	58
17	36	31	36	40	92	31	32	16	11	12	11	14	7	7	72	56
23	30	25	29	34	87	33	25	6	15	14	16	15	10	7	54	70
21	29	25	12	18	48	47	17	6	6	8	10	23	14	13	36	9
20	24	28	28	34	71	33	27	6	7	13	15	22	13	9	53	18
24	28	17	26	43	90	35	21	24	12	8	14	21	11	11	36	7
28	26	37	34	26	73	36	17	13	12	15	14	18	13	13	22	10
16	43	36	37	36	82	42	31	14	19	16	15	6	8	8	72	73
26	34	17	30	43	92	42	37	13	11	17	18	22	14	11	67	13
9	40	24	33	47	95	33	29	8	13	12	19	13	7	5	68	66
23	35	27	26	38	70	25	35	14	9	8	12	17	7	8	65	47
18	39	18	20	43	81	49	23	11	17	12	12	17	10	10	52	77
38	18	36	32	28	77	42	41	25	8	8	10	19	19	17	56	52
4	45	30	44	38	90	32	39	10	19	16	15	14	11	8	60	72
16	26	38	37	36	81	37	35	0	22	12	20	13	8	7	61	27
18	32	33	29	35	75	33	33	25	10	9	11	16	9	9	61	46
26	23	39	40	32	80	28	41	15	16	14	13	16	10	11	68	24
12	33	38	36	46	94	26	29	5	18	14	14	12	10	10	26	61
19	40	34	40	34	84	27	26	1	11	19	20	11	7	4	64	7
34	17	33	32	11	68	35	39	41	7	10	9	15	9	12	57	14
15	36	39	30	36	75	41	19	14	12	9	13	19	13	12	58	16
37	34	39	41	33	76	33	31	21	7	7	8	15	12	11	38	54
19	31	30	35	32	72	31	23	7	20	13	16	10	6	6	32	38
16	34	31	28	33	69	30	25	4	10	11	11	10	7	6	32	57
16	40	22	30	46	84	30	34	17	17	10	10	8	4	4	72	55
23	35	30	32	30	68	41	33	17	12	11	9	12	11	13	56	16
33	24	34	37	32	71	42	32	9	12	14	11	23	14	16	61	9
22	38	36	31	41	63	38	27	17	7	9	10	16	9	8	49	37
12	41	29	31	42	91	43	30	0	7	6	6	10	5	7	60	61
6	47	11	29	43	78	25	22	13	11	4	12	12	5	4	27	38
27	20	39	32	33	84	28	32	47	21	11	16	12	6	6	69	61
22	31	15	25	37	85	54	30	31	15	14	11	13	12	10	57	57
23	35	31	39	37	70	31	29	6	12	9	10	15	13	8	60	28
35	25	33	22	23	50	41	21	51	11	13	11	18	13	17	41	52
19	33	22	25	36	99	32	34	11	18	12	13	21	14	14	61	78
9	32	33	36	45	88	35	25	20	15	14	15	16	9	9	64	53
9	37	35	31	37	76	30	19	0	13	11	13	13	5	5	34	25
23	34	45	36	42	77	41	24	19	20	17	18	18	10	9	45	39
19	40	29	34	32	72	32	24	0	13	10	9	14	8	9	72	23
19	30	33	32	31	82	37	26	9	15	11	14	11	9	8	53	73
14	31	26	35	40	85	35	31	27	15	13	17	21	10	9	58	45
23	39	18	29	40	98	44	28	0	9	13	18	18	4	6	70	20
23	23	29	28	34	80	33	21	23	12	12	12	20	16	12	46	43
32	26	31	34	34	85	31	35	43	6	5	6	19	19	20	64	55
7	30	35	34	46	96	25	26	7	16	15	17	14	10	9	52	24
23	26	32	17	42	54	31	16	18	5	8	12	25	14	16	20	59
26	34	38	40	33	84	31	29	25	13	12	12	20	14	13	60	47
19	30	23	31	38	88	35	27	8	16	16	16	12	13	6	43	52
30	35	20	33	33	73	37	28	5	19	12	14	17	14	15	56	11
21	26	31	28	30	76	39	16	9	8	12	13	19	7	8	55	3
47	16	19	19	25	90	44	41	10	15	13	13	16	17	12	56	39
7	38	24	34	46	85	35	29	10	12	10	13	19	4	6	67	64
16	31	33	36	29	76	30	33	5	11	9	10	14	7	8	56	25
2	36	35	32	40	73	32	16	2	11	8	13	19	9	10	21	4
20	36	31	28	33	81	28	34	52	15	16	15	21	17	18	63	75
8	26	34	34	45	83	26	22	18	14	13	16	19	6	9	52	59
11	43	29	29	43	91	29	31	7	19	10	18	17	7	7	71	63
22	24	27	40	31	86	41	38	17	18	17	14	12	8	9	68	68
14	39	31	34	32	86	37	38	19	14	13	14	18	13	13	71	51
9	35	25	33	40	69	29	25	2	16	16	10	12	8	6	72	11
20	27	26	33	32	64	30	22	6	6	8	11	11	5	9	58	14
16	37	36	40	37	82	56	36	40	22	14	14	15	8	9	72	87
9	42	37	32	41	80	32	25	6	16	11	15	9	6	5	56	28
13	34	24	28	41	95	30	28	9	18	13	15	13	12	7	50	4
18	39	29	27	33	79	43	31	28	16	10	15	10	11	8	60	66
26	37	31	27	33	52	34	29	17	10	6	8	19	13	13	60	35
24	26	28	32	29	72	40	35	43	6	10	10	20	14	16	49	13
15	28	30	31	33	74	29	25	2	10	7	15	11	4	5	50	37
23	29	27	28	39	64	28	22	5	13	10	12	19	14	10	57	17
41	13	26	42	21	60	53	22	4	13	10	14	20	18	16	59	18
29	31	18	24	34	69	34	28	39	15	15	13	18	15	15	36	13
3	38	17	32	38	87	30	25	5	7	5	11	11	5	5	31	24
23	33	32	42	41	64	35	34	26	14	7	8	10	15	14	34	22
17	35	30	31	31	80	30	42	13	14	15	12	21	17	10	70	57
15	40	36	40	44	100	27	29	12	15	19	16	18	13	9	60	20
32	22	40	19	31	78	36	28	42	11	10	13	18	14	11	35	45
17	31	24	27	43	74	26	17	8	12	9	12	14	13	10	54	13
39	25	24	20	37	75	42	47	61	18	13	14	19	14	17	52	57
7	46	33	38	37	90	34	35	12	15	12	16	8	4	4	69	67
22	38	38	37	32	77	32	41	18	12	12	13	16	11	10	48	12
21	34	33	32	15	83	50	24	19	21	12	18	9	7	5	53	55
25	28	32	42	33	94	35	39	44	14	18	18	17	4	7	52	54
35	31	31	36	30	78	42	28	19	8	7	9	22	18	10	33	17
18	31	35	30	41	72	35	26	18	16	13	15	19	12	9	60	67
38	10	24	29	35	56	39	18	12	10	12	11	20	18	14	12	20
32	37	31	33	39	85	29	42	20	13	14	12	16	16	11	65	42
42	42	36	30	27	77	38	43	57	6	5	6	24	19	15	62	65
12	40	47	36	35	98	27	32	30	19	17	17	17	8	10	49	38
18	37	30	34	33	73	30	38	19	12	12	12	9	9	11	60	22
30	12	34	35	41	61	29	26	33	7	5	6	21	12	17	29	32
23	32	26	26	35	77	33	28	2	8	7	12	15	8	8	54	47
10	40	38	41	44	102	42	27	14	24	16	20	9	4	6	17	88
21	38	35	35	41	74	27	39	10	15	13	11	13	9	10	57	77
19	22	22	27	28	68	35	27	2	12	10	10	14	17	11	34	26
26	34	30	40	21	64	39	23	27	12	11	9	13	11	7	47	42
6	31	29	35	39	82	28	27	10	15	9	15	13	6	7	67	45
23	32	32	32	35	89	27	30	33	15	11	15	14	13	9	53	60
13	43	34	38	45	99	37	31	27	19	11	16	14	5	5	65	63
26	38	31	30	42	86	48	35	46	15	11	12	17	13	15	57	42
36	26	35	26	19	66	46	33	13	12	12	13	19	20	16	56	56
28	39	34	37	38	81	28	43	28	17	12	16	10	11	10	50	35
11	34	25	34	39	84	29	29	7	13	10	11	7	4	4	67	5
16	37	31	39	44	75	35	35	44	13	12	11	16	12	12	66	77
17	27	31	32	40	78	35	19	5	14	10	11	14	11	10	57	43
19	43	39	43	43	83	39	31	5	17	15	16	18	9	9	57	50
14	37	33	40	41	76	40	28	11	18	10	9	11	7	7	54	62
19	37	23	29	36	63	34	32	40	12	13	14	16	8	6	58	57
24	33	21	29	32	61	31	26	22	8	6	10	11	6	8	56	34
32	18	19	28	34	73	27	30	28	17	13	12	13	12	12	53	30
26	34	40	41	36	88	25	30	15	8	7	12	21	19	15	44	64
12	33	16	34	34	73	31	28	7	11	8	15	12	6	5	65	15
11	34	25	33	36	73	27	31	0	17	10	12	14	9	9	60	21
19	24	24	15	29	48	34	12	6	5	7	10	8	6	5	12	1
21	27	29	35	34	80	32	24	43	10	12	15	15	15	13	29	26
23	34	22	36	31	74	28	36	22	8	10	10	11	16	10	65	52
17	33	25	25	31	79	29	31	9	13	14	15	9	5	5	67	20
25	26	25	34	40	97	27	36	32	11	7	9	19	18	15	59	42
24	38	26	27	36	93	37	34	4	13	7	10	6	5	4	70	68
25	26	43	43	38	83	31	38	31	15	13	14	18	17	13	44	60
19	40	20	30	38	80	38	33	2	10	11	12	10	5	8	66	8
9	44	19	28	44	72	25	29	27	5	6	12	25	13	10	18	42
14	34	34	41	26	75	32	35	24	19	8	11	14	14	10	62	39
19	37	32	33	38	77	30	30	15	11	9	11	15	9	10	70	54
8	36	31	29	40	70	27	22	26	17	9	11	12	5	6	66	55
32	21	21	26	34	55	34	21	50	10	9	8	17	12	14	41	1
14	38	19	34	37	93	25	43	10	23	14	16	13	5	6	68	71
15	34	31	34	37	77	34	34	0	13	12	13	12	9	10	64	41
31	26	35	38	30	99	35	45	20	21	17	15	22	12	12	69	31
17	28	39	27	29	62	26	25	14	11	10	12	13	6	5	72	23
20	44	41	37	44	82	39	34	23	14	16	17	23	11	6	72	42
29	28	17	27	38	82	53	25	4	7	8	12	21	11	12	47	4
10	41	32	43	42	81	33	27	12	13	11	16	12	8	7	67	34
17	27	24	34	28	77	44	29	35	11	12	12	13	9	8	43	45
12	46	24	35	44	77	39	14	16	15	9	10	9	6	6	63	39
19	21	23	26	40	84	43	34	3	7	9	10	19	10	10	72	58
7	35	21	28	37	63	24	12	6	16	6	10	6	5	5	47	5
3	43	34	34	46	99	31	27	10	20	15	20	20	8	4	68	77
13	32	39	24	27	93	31	35	17	15	12	11	18	9	8	72	16
24	22	24	30	22	66	28	16	23	9	8	14	17	12	9	53	32
19	25	35	35	32	71	24	17	15	18	17	15	15	9	7	32	14
28	37	22	33	36	75	27	48	39	8	10	4	17	15	12	50	38
11	40	32	17	44	101	47	33	4	18	10	11	16	11	13	56	76
24	28	28	37	29	88	40	27	51	17	19	16	15	9	12	42	25
17	40	27	40	46	77	32	32	16	13	14	14	18	12	9	51	53
19	31	29	32	33	90	38	31	15	14	14	15	15	10	11	59	64
4	40	30	37	41	72	44	26	6	14	8	14	8	6	6	61	11
10	31	35	27	29	95	37	33	9	19	11	18	22	5	11	46	12
34	26	26	36	31	75	35	33	37	10	12	10	18	17	17	44	52
24	32	32	37	29	73	42	29	3	7	10	15	24	13	15	65	63
17	42	30	32	41	84	32	36	17	19	15	15	14	9	7	68	45
5	35	29	43	42	72	32	18	11	12	10	11	11	4	4	72	47
17	31	26	26	45	68	31	30	51	18	12	16	13	4	5	59	87
21	29	29	28	30	75	48	31	12	10	13	15	21	10	13	34	57
6	40	32	23	29	90	49	29	33	16	9	14	13	16	14	59	14
22	28	32	30	32	80	31	29	24	16	10	14	13	19	11	70	29
16	36	38	39	28	74	36	29	6	18	17	14	10	9	13	69	17
15	34	29	40	45	86	39	28	52	17	12	11	10	6	8	48	77
15	41	33	33	45	92	32	31	30	6	10	10	24	12	8	31	64
19	27	29	33	30	86	39	28	27	18	13	14	18	15	15	58	41
12	38	33	30	41	77	32	27	10	8	8	12	9	8	6	39	24
28	22	24	30	29	76	50	16	4	10	11	13	19	16	16	24	2
16	39	27	26	41	81	34	30	2	12	16	14	17	14	6	45	38
17	37	32	30	32	74	25	32	4	6	7	8	9	5	4	69	23
2	36	26	35	44	90	34	25	8	25	6	18	7	5	4	65	63
14	39	34	42	46	100	43	36	0	22	11	19	9	4	4	71	83
24	28	32	26	19	64	35	37	12	9	5	9	15	17	18	63	6
21	34	28	34	34	79	36	34	4	17	12	15	14	13	10	44	74
38	19	30	24	24	64	37	33	2	10	9	8	19	16	16	45	48
13	41	26	23	44	78	38	24	27	12	13	15	10	7	5	64	47
30	34	26	36	34	65	43	21	22	9	8	9	19	17	11	40	49
4	44	36	41	44	77	30	40	8	20	17	16	10	10	5	66	8
27	26	20	36	29	68	36	38	7	12	12	10	12	13	9	68	4
16	40	36	32	48	92	40	25	35	11	13	14	21	15	14	60	52
