31	34	30	40	42	75	31	36	64	73	72
8	43	34	36	43	96	32	27	52	72	72
27	28	20	32	31	78	30	47	52	80	54
20	41	30	22	36	85	38	26	93	72	70
25	18	24	32	25	81	40	32	56	84	60
23	34	34	35	31	81	36	8	35	78	61
42	23	36	34	32	78	34	40	59	104	67
14	42	22	32	40	97	31	8	61	28	69
39	18	23	24	18	60	33	26	0	78	61
26	27	24	25	34	83	32	41	50	81	43
22	34	25	26	37	83	28	31	36	70	64
8	42	38	35	31	85	32	9	10	61	44
23	27	35	22	39	108	33	29	56	97	52
16	45	31	32	43	91	30	9	54	51	56
8	43	38	38	46	97	21	8	37	56	63
17	40	39	36	44	87	31	79	78	93	40
6	34	45	31	35	86	24	18	43	81	55
29	24	28	27	36	76	30	16	11	82	52
4	38	33	35	44	99	22	22	16	61	56
17	44	35	31	36	100	40	38	69	96	62
33	27	35	30	31	70	41	22	47	81	48
10	39	36	33	37	84	22	7	30	65	69
29	29	25	32	27	76	34	2	48	85	51
6	37	26	35	35	88	26	10	9	63	72
1	34	26	39	43	95	23	8	91	62	72
17	33	20	32	33	75	30	26	87	63	48
24	29	28	28	29	83	26	13	39	87	52
24	34	28	38	37	87	32	38	54	79	62
27	34	30	39	40	82	25	45	67	77	65
30	24	26	25	12	64	44	53	58	83	57
14	31	24	31	31	86	29	7	20	61	72
16	38	33	21	41	79	24	43	61	60	62
15	33	43	32	42	94	20	3	38	72	16
14	34	38	34	38	88	23	0	71	69	71
30	27	31	27	36	63	26	46	42	73	54
11	38	38	36	47	98	23	26	63	67	72
6	37	47	44	44	84	30	4	85	59	72
15	34	29	31	28	90	31	19	47	77	44
31	16	29	28	29	81	34	57	6	78	18
32	26	29	33	26	54	27	20	51	34	72
20	25	33	24	39	84	26	4	5	78	23
25	35	21	27	28	97	28	52	48	110	56
11	42	29	22	45	94	22	21	64	72	67
30	37	21	31	34	88	38	81	19	118	54
18	42	40	24	39	86	24	62	76	79	71
3	46	29	33	46	85	23	23	76	68	72
43	25	14	16	27	65	51	46	67	95	37
12	43	33	38	35	83	25	15	79	75	63
8	41	21	42	46	106	23	9	55	89	63
20	34	32	27	33	85	30	49	75	78	68
19	36	36	23	35	90	27	37	32	75	51
16	27	25	23	31	85	24	35	53	79	36
29	27	25	32	37	86	26	16	27	69	62
23	32	20	31	43	98	49	47	86	96	64
20	34	30	26	26	77	40	27	60	75	50
9	33	22	33	43	104	39	28	93	91	72
30	29	42	40	37	79	28	41	73	98	56
18	33	22	28	38	68	21	0	17	47	63
15	33	47	30	32	87	29	23	69	83	63
23	32	37	29	32	94	40	41	67	103	39
17	38	32	39	33	91	24	21	23	66	59
14	40	29	34	46	103	31	9	5	69	70
18	31	28	35	34	75	27	6	18	61	46
11	40	28	42	38	70	24	10	0	49	53
28	35	40	39	24	81	25	15	42	84	60
11	39	28	36	33	70	23	25	73	60	66
20	36	28	31	31	79	36	21	18	77	67
30	30	29	24	35	83	30	24	24	92	53
23	45	27	26	44	88	40	34	94	81	60
22	37	28	37	37	84	23	0	16	70	71
24	34	45	42	42	100	24	2	18	64	60
13	31	37	38	44	84	21	5	65	58	67
11	35	27	35	39	70	28	3	18	59	53
8	43	26	37	35	94	31	31	56	85	43
9	28	28	28	38	79	29	11	28	58	40
25	34	27	32	33	59	29	2	24	53	18
20	29	36	32	44	89	28	30	61	66	65
7	44	40	30	34	70	27	1	24	60	59
23	35	35	34	36	99	31	14	31	76	58
16	37	38	37	21	74	30	10	20	55	46
13	33	24	26	36	83	33	1	4	67	57
15	27	32	40	34	76	23	8	5	77	42
27	25	29	26	28	71	41	54	50	96	41
14	40	35	41	46	93	30	30	63	91	38
21	26	32	25	25	58	25	3	19	47	53
0	48	37	38	48	96	20	18	28	73	72
9	28	23	33	34	87	23	5	8	53	48
15	31	30	30	43	76	24	37	80	73	70
17	38	17	28	31	73	25	17	80	104	65
31	29	30	36	25	74	34	40	30	77	48
15	41	25	27	34	76	27	14	5	63	67
17	36	36	42	37	84	26	0	27	72	66
34	26	31	38	30	82	27	2	38	71	65
23	39	39	33	42	89	30	22	48	78	70
2	35	35	28	38	96	25	25	41	78	42
12	41	32	32	39	90	30	10	62	72	53
10	28	33	30	40	71	22	10	56	72	57
18	30	38	30	28	88	21	2	1	53	52
15	40	24	38	38	67	23	8	33	48	62
