31	34	30	40	42	78	35	48	36	72	64
8	43	34	36	43	93	36	29	27	72	52
27	28	20	32	31	73	34	36	47	54	52
20	41	30	22	36	83	46	31	26	70	93
25	18	24	32	25	84	44	36	32	60	56
23	34	34	35	31	84	40	34	8	61	35
42	23	36	34	32	86	38	46	40	67	59
14	42	22	32	40	86	35	29	8	69	61
39	18	23	24	18	65	37	24	26	61	0
26	27	24	25	34	77	36	27	41	43	50
22	34	25	26	37	83	35	32	31	64	36
8	42	38	35	31	84	36	26	9	44	10
23	27	35	22	39	98	37	27	29	52	56
16	45	31	32	43	88	37	33	9	56	54
8	43	38	38	46	81	28	23	8	63	37
17	40	39	36	44	78	35	24	79	40	78
6	34	45	31	35	89	28	33	18	55	43
29	24	28	27	36	77	35	36	16	52	11
4	38	33	35	44	89	26	27	22	56	16
17	44	35	31	36	96	52	46	38	62	69
33	27	35	30	31	76	45	43	22	48	47
10	39	36	33	37	72	26	24	7	69	30
29	29	25	32	27	76	46	36	2	51	48
6	37	26	35	35	81	32	24	10	72	9
1	34	26	39	43	96	27	21	8	72	91
17	33	20	32	33	75	42	34	26	48	87
24	29	28	28	29	80	30	32	13	52	39
24	34	28	38	37	87	36	37	38	62	54
27	34	30	39	40	80	34	47	45	65	67
30	24	26	25	12	70	49	32	53	57	58
14	31	24	31	31	81	33	31	7	72	20
16	38	33	21	41	80	28	27	43	62	61
15	33	43	32	42	93	26	31	3	16	38
14	34	38	34	38	82	27	33	0	71	71
30	27	31	27	36	65	30	36	46	54	42
11	38	38	36	47	88	34	40	26	72	63
6	37	47	44	44	74	35	26	4	72	85
15	34	29	31	28	88	35	37	19	44	47
31	16	29	28	29	74	38	17	57	18	6
32	26	29	33	26	56	31	27	20	72	51
20	25	33	24	39	77	30	15	4	23	5
25	35	21	27	28	92	32	42	52	56	48
11	42	29	22	45	94	26	31	21	67	64
30	37	21	31	34	84	42	29	81	54	19
18	42	40	24	39	87	28	40	62	71	76
3	46	29	33	46	79	29	33	23	72	76
43	25	14	16	27	81	55	32	46	37	67
